mid,type,name,level,say,model,hp,hpShow,mp,phyAtt,phyAttMax,magicAtt,magicAttMax,taoAtt,taoAttMax,phyDef,phyDefMax,magicDef,magicDefMax,accurate,dodge,poisonRecover,heathRecover,attackSpeed,moveSpeed,aiparam,toattackarea,heart,relive,die,exp,nlexp,guardarea,aitype,moveInterval,reliveType,reliveTypeParam,status,summon,ExistTime,head,dropstate,cast,pathmode,fanyin,pureatk,puredef,tipsname,sex,aperture,unshandow,isrun,isshare,dropshow,playerModel,color,dieeffect,clientspeed,bloodY,showname,randomHpMin,shap
5260,1,狼族の神经哥,55,测试,1035,2492,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,20,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,1,,1,55,,,,,,
5261,1,狼族の小春,55,测试,1043,2674,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,20,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,1,,1,55,,,,,,
5262,1,狼族の乱世,55,测试,1047,2264,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,20,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,1,,1,55,,,,,,
5263,1,狼族の英豪,55,测试,1031,2070,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,20,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,1,,1,55,,,,,,
5264,0,角蝇,58,测试,1153,2100,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,110,43,12,2,2500,0,0,,0,,,,0,4,0,0,0,稻草人,0,,,0,1,,,,,,,,,
5274,0,楔蛾,58,测试,2031,1600,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,84,33,12,2,2500,0,0,,0,,,,0,4,0,0,0,稻草人,0,,,0,1,,,,,,,,,
5284,0,蛇蝎,58,测试,2041,2100,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,110,43,12,2,2500,0,0,,0,,,,0,4,0,0,0,稻草人,0,,0,0,1,,,,,,,,,
5294,0,邪恶蛇蝎,58,测试,2041,2500,1,0,50,60,50,60,50,60,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,131,51,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,1,,,,,,,,,
5304,0,祖玛雕像,60,测试,2032,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,262,100,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5314,0,祖玛大锤,61,测试,2034,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,262,100,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5315,0,祖玛雕像,62,测试,2032,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,262,100,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,80,,,
5324,0,祖玛弓箭手,63,测试,2033,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,Special,6,1000,10,0,262,100,12,3,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5334,0,祖玛大锤,63,测试,2034,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,262,100,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5344,0,祖玛楔蛾,62,测试,2031,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,262,100,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5354,0,祖玛蛇蝎,61,测试,2041,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,,6,1000,10,0,262,100,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5355,0,大老鼠,60,测试,2030,4904,1,0,100,250,100,250,100,250,0,0,0,0,19,0,0,0,3000,1,,6,1000,0,0,262,100,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5364,2,祖玛教主,60,测试,2035,32000,1,0,1200,1200,1200,1200,1200,1200,500,500,500,500,19,0,0,0,3000,1,Special,6,1000,0,0,1000,100,12,3,2500,0,0,,0,,34,,0,4,1,0,0,稻草人,0,,2,2,,,,,,,180,,,
5374,2,万年树妖,110,测试,2071,5000,1,0,1000,1000,1000,1000,1000,1000,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,1000,100,12,2,2500,0,0,,0,,52,,0,4,1,0,0,稻草人,0,1,,0,,1#6#2,,,,,180,,,
5384,1,摇钱树,60,测试,2058,60,1,0,300,300,300,300,300,300,3,3,3,3,19,0,0,0,3000,0,Special,6,1000,0,0,1000,100,12,3,2500,0,0,,0,,,,0,4,0,0,0,稻草人,0,,,0,,1#6#2,,,,,,,,
5394,1,尸王,50,测试,2017,320000,1,0,862,862,862,862,862,862,152,152,152,152,30,14,0,0,3000,1,,16,1000,0,0,1000,100,12,2,2500,0,0,,0,,31,,0,4,0,0,0,稻草人,0,,,0,,242302008#242302009#242302030#242302007#242302020#242302032,55,,,,,,,
5404,1,尸王,50,测试,2017,320000,1,0,862,862,862,862,862,862,152,152,152,152,30,14,0,0,3000,1,,16,1000,0,0,1000,100,12,2,2500,0,0,,0,,31,,0,4,0,0,0,稻草人,0,,,0,,242302008#242302009#242302030#242302007#242302020#242302032,55,,,,,,,
5414,1,腐烂恶僧,50,测试,2012,20000,1,0,400,400,400,400,400,400,0,0,0,0,19,0,0,0,3000,1,Special,6,1000,3600,0,1000,100,1000,3,2500,0,0,,0,,51,,0,4,1,0,0,稻草人,0,,2,0,,241402142#2023016#2212303#350048#2212252#1411198,55,,,,180,,,
5415,2,腐烂恶僧,50,测试,2012,20000,1,0,400,400,400,400,400,400,0,0,0,0,19,0,0,0,3000,1,Special,6,1000,3600,0,1000,100,1000,3,2500,0,0,,0,,51,,0,4,1,0,0,稻草人,0,,2,0,,241402142#2023016#2212303#350048#2212252#1411198,55,,,,180,,,
5424,1,你是我转身就忘的路人甲,61,测试,1071,3445,1,0,80,100,80,100,80,100,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,1000,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,,,1,56,,,,,,
5434,1,樱桃小没丸子,61,测试,1053,3307,1,0,80,100,80,100,80,100,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,1000,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,,,1,56,,,,,,
5444,1,蜡笔小没良心,61,测试,1043,3314,1,0,80,100,80,100,80,100,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,1000,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,,,1,56,,,,,,
5454,1,奥法全自动,61,测试,1073,3355,1,0,80,100,80,100,80,100,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,1000,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,,,1,56,,,,,,
5464,1,时光苍老了年华,61,测试,1057,3117,1,0,80,100,80,100,80,100,0,0,0,0,19,0,0,0,1600,1,Special,30,1000,0,0,1000,100,30,3,250,0,0,,0,,,,0,4,0,0,0,稻草人,1,,,1,,,1,56,,,,,,
5474,0,牛魔斗士,84,测试,2042,34000,1,0,442,1105,442,1105,442,1105,1,3,1,3,19,0,0,0,3000,1,,6,1000,10,0,1977,590,12,2,1000,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5484,0,牛魔法师,83,测试,2043,36000,1,0,442,1105,442,1105,442,1105,1,3,1,3,19,0,0,0,3000,1,Special,6,1000,10,0,2122,624,12,3,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5494,0,牛魔祭祀,82,测试,2044,35000,1,0,442,1105,442,1105,442,1105,1,3,1,3,19,0,0,0,3000,1,,6,1000,10,0,2049,607,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5504,0,牛魔卫士,81,测试,2046,34000,1,0,442,1105,442,1105,442,1105,1,3,1,3,19,0,0,0,3000,1,,6,1000,10,0,1977,590,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5514,0,牛头魔,79,测试,2047,33000,1,0,442,1105,442,1105,442,1105,1,3,1,3,19,0,0,0,3000,1,,6,1000,10,0,1902,572,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5524,0,狐狸战士,100,测试,2074,85000,1,0,800,2000,800,2000,800,2000,3,3,3,3,19,0,0,0,3000,1,Special,6,1000,10,0,4815,1041,12,3,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5525,0,素狐,100,测试,2080,84000,1,0,800,2000,800,2000,800,2000,3,3,3,3,19,0,0,0,3000,1,,6,1000,10,0,4733,1029,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5526,0,狐狸大仙,100,测试,2081,86000,1,0,800,2000,800,2000,800,2000,3,3,3,3,19,0,0,0,3000,1,Special,6,1000,10,0,4896,1053,12,3,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5527,1,九尾妖狐,100,测试,2082,87000,1,0,800,2000,800,2000,800,2000,3,3,3,3,30,14,0,0,3000,1,,6,1000,10,0,1000,100,12,2,2500,0,0,,0,,46,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5534,0,狐狸法师,100,测试,2075,83000,1,0,800,2000,800,2000,800,2000,3,3,3,3,19,0,0,0,3000,1,Special,6,1000,10,0,4648,1016,12,3,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5544,0,狐月虎虫,100,测试,2076,82000,1,0,800,2000,800,2000,800,2000,3,3,3,3,19,0,0,0,3000,1,,6,1000,10,0,4568,1004,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5554,0,狐月角虫,100,测试,2077,84000,1,0,800,2000,800,2000,800,2000,3,3,3,3,19,0,0,0,3000,1,,6,1000,10,0,4733,1029,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5555,0,全真の道道道,55,挂机练狗，谁杀谁狗,2038,2000,1,0,9,16,9,16,9,16,0,0,0,0,19,0,0,0,1600,1,MonsterDao,6,1000,10,0,105,41,20,3,250,0,0,,1,,,,0,4,0,0,0,稻草人,1,,,1,,,1,56,,,,,,
5556,0,5级圣兽,78,啊，大刀~,2018,80000,1,0,0,100,0,100,0,100,50,50,50,50,100,0,0,0,667,1,MonsterPet,6,1000,10,0,4410,980,12,3,255,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,,71,,,,,
5566,0,冰宫枪兵,110,测试,2084,125000,1,0,1000,2500,1000,2500,1000,2500,3,3,3,3,19,0,0,0,3000,1,,6,1000,10,0,7178,1276,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5576,0,冰宫侍卫,110,测试,2085,124000,1,0,1000,2500,1000,2500,1000,2500,3,3,3,3,19,0,0,0,3000,1,,6,1000,10,0,7084,1265,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5586,0,冰宫战将,110,测试,2086,123000,1,0,1000,2500,1000,2500,1000,2500,3,3,3,3,19,0,0,0,3000,1,,6,1000,10,0,6997,1255,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5596,0,冰霜巨怪,110,测试,2088,126000,1,0,1000,2500,1000,2500,1000,2500,3,3,3,3,19,0,0,0,3000,1,,6,1000,10,0,7266,1286,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5601,9,1级圣兽,70,我就是传说中的吊睛白额大虫~,2018,20000,1,0,300,600,300,600,300,600,50,50,50,50,15,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,88,71,430,,,,
5602,9,2级圣兽,72,我就是传说中的吊睛白额大虫~,2018,30000,1,0,800,1200,800,1200,800,1200,50,50,50,50,16,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,89,71,430,,,,
5603,9,3级圣兽,74,我就是传说中的吊睛白额大虫~,2018,40000,1,0,1100,1700,1100,1700,1100,1700,50,50,50,50,17,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,90,71,430,,,,
5604,9,4级圣兽,76,我就是传说中的吊睛白额大虫~,2018,60000,1,0,1400,2100,1400,2100,1400,2100,50,50,50,50,18,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,91,71,430,,,,
5605,9,5级圣兽,78,我就是传说中的吊睛白额大虫~,2018,80000,1,0,1700,2500,1700,2500,1700,2500,50,50,50,50,19,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,92,71,430,,,,
5606,9,6级圣兽,80,我就是传说中的吊睛白额大虫~,2018,100000,1,0,2000,3000,2000,3000,2000,3000,50,50,50,50,20,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,93,71,430,,,,
5607,9,7级圣兽,82,我就是传说中的吊睛白额大虫~,2018,120000,1,0,2400,3500,2400,3500,2400,3500,50,50,50,50,21,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,94,71,430,,,,
5608,9,8级圣兽,84,我就是传说中的吊睛白额大虫~,2018,140000,1,0,2800,4000,2800,4000,2800,4000,50,50,50,50,22,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,52,71,430,,,,
5609,9,9级圣兽,86,我就是传说中的吊睛白额大虫~,2018,160000,1,0,3200,4500,3200,4500,3200,4500,50,50,50,50,23,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,225,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,1,,,,83,71,430,,,,
5610,10,1级骷髅,20,我就是传说中的冥界骷髅~,2065,2000,1,0,200,200,200,200,200,200,50,50,50,50,24,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,88,70,220,,,,
5611,10,2级骷髅,30,我就是传说中的冥界骷髅~,2065,3000,1,0,300,300,300,300,300,300,50,50,50,50,25,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,89,70,220,,,,
5612,10,3级骷髅,40,我就是传说中的冥界骷髅~,2065,4000,1,0,400,400,400,400,400,400,50,50,50,50,26,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,90,70,220,,,,
5613,10,4级骷髅,50,我就是传说中的冥界骷髅~,2065,4100,1,0,410,410,410,410,410,410,50,50,50,50,26,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,91,70,220,,,,
5614,10,5级骷髅,60,我就是传说中的冥界骷髅~,2065,4200,1,0,420,420,420,420,420,420,50,50,50,50,26,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,92,70,220,,,,
5617,10,6级骷髅,70,我就是传说中的冥界骷髅~,2065,4300,1,0,430,430,430,430,430,430,50,50,50,50,26,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,93,70,220,,,,
5618,10,7级骷髅,80,我就是传说中的冥界骷髅~,2065,4500,1,0,440,440,440,440,440,440,50,50,50,50,26,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,94,70,220,,,,
5619,10,8级骷髅,90,我就是传说中的冥界骷髅~,2065,4500,1,0,450,450,450,450,450,450,50,50,50,50,26,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,52,70,220,,,,
5620,10,9级骷髅,100,我就是传说中的冥界骷髅~,2065,4500,1,0,460,460,460,460,460,460,50,50,50,50,26,0,0,0,1000,1,,6,1000,1,10,1000,100,12,2,220,0,0,,0,,10,,0,4,0,0,0,神兽,0,,,0,,,,83,70,220,,,,
5615,2,雪域魔王,160,测试,2087,127000,1,0,376,940,376,940,376,940,3,3,3,3,19,0,0,0,5000,1,,6,1000,10,0,1000,100,12,2,2500,0,0,,0,,41,,0,4,0,0,0,稻草人,0,1,,0,,,,,,,180,,,
5616,0,红魔蜘蛛,120,测试,2089,190000,1,0,1242,3105,1242,3105,1242,3105,3,3,3,3,19,0,0,0,5000,1,,6,1000,10,0,14058,1939,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5626,0,绿魔蜘蛛,120,测试,2094,195000,1,0,1242,3105,1242,3105,1242,3105,3,3,3,3,19,0,0,0,5000,1,,6,1000,10,0,14676,1990,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5636,0,狂热火蜥蜴,120,测试,2092,180000,1,0,1242,3105,1242,3105,1242,3105,3,3,3,3,19,0,0,0,5000,1,,6,1000,10,0,12859,1837,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5646,0,圣殿卫士,120,测试,2095,185000,1,0,1242,3105,1242,3105,1242,3105,3,3,3,3,19,0,0,0,5000,1,,6,1000,10,0,13452,1888,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5656,0,金杖蜘蛛,120,测试,2090,180000,1,0,1242,3105,1242,3105,1242,3105,3,3,3,3,19,0,0,0,5000,1,Special,6,1000,10,0,12859,1837,12,3,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5666,0,巨镰蜘蛛,120,测试,2091,175000,1,0,1242,3105,1242,3105,1242,3105,3,3,3,3,19,0,0,0,5000,1,,6,1000,10,0,12279,1786,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5667,2,雷炎蛛王,180,测试,2093,200000,1,0,1242,3105,1242,3105,1242,3105,3,3,3,3,19,0,0,0,5000,1,,6,1000,10,0,1000,100,12,2,2500,0,0,,0,,48,,0,4,0,0,0,稻草人,0,1,,0,,,,,,,180,,,
5669,0,天狼蜘蛛,70,测试,2097,28000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,1,,6,1000,10,0,1645,514,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5671,0,血僵尸,70,测试,2099,24000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,1,,6,1000,10,0,1367,441,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5673,0,双头血魔,70,测试,2098,26000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,1,,6,1000,10,0,1506,478,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5675,0,爆裂蜘蛛,70,测试,2100,22000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,1,,6,1000,10,0,1232,404,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5677,0,爆牙蜘蛛,70,测试,2101,23000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,1,,6,1000,10,0,1298,422,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5678,0,月魔蜘蛛,70,测试,2113,23000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,1,,6,1000,10,0,1298,422,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5679,0,黑角蜘蛛,70,测试,2102,25000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,1,,6,1000,10,0,1434,459,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5681,0,幻影蜘蛛,70,测试,2103,24000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,0,Special,6,1000,10,0,1367,441,12,3,2500,0,0,,0,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5683,2,赤月恶魔,80,测试,2110,24000,1,0,156,390,156,390,156,390,0,0,0,0,19,0,0,0,5000,0,Special,6,1000,10,0,1000,100,12,3,2500,0,0,,0,,42,,0,4,0,0,0,稻草人,0,1,,0,,,,,,,180,,,
5685,0,魔龙破甲兵,90,测试,2104,52000,1,0,620,1550,620,1550,620,1550,1,3,1,3,19,0,0,0,5000,1,,6,1000,10,0,3025,796,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5687,0,魔龙弓箭手,90,测试,2105,53000,1,0,620,1550,620,1550,620,1550,1,3,1,3,19,0,0,0,5000,1,Special,6,1000,10,0,3102,811,12,3,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5689,0,魔龙力士,90,测试,2108,51000,1,0,620,1550,620,1550,620,1550,1,3,1,3,19,0,0,0,5000,1,,6,1000,10,0,2948,781,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5691,0,魔龙血蛾,90,测试,2109,54000,1,0,620,1550,620,1550,620,1550,1,3,1,3,19,0,0,0,5000,1,,6,1000,10,0,3184,827,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5693,0,魔龙将军,90,测试,2106,52000,1,0,620,1550,620,1550,620,1550,1,3,1,3,19,0,0,0,5000,1,,6,1000,10,0,3025,796,12,2,2500,0,0,,1,,,,0,4,0,0,0,稻草人,0,,,0,,,,,,,,,,
5695,2,魔龙教主,140,测试,2107,50000,1,0,620,1550,620,1550,620,1550,1,3,1,3,19,0,0,0,5000,1,Special,6,1000,10,0,1000,100,12,3,2500,0,0,,0,,49,,0,4,0,0,0,稻草人,0,1,,0,,,,,,,180,,,
5696,6,挖掘我有大奖,60,同志们，冲啊！,2118,4900,1,0,50,150,50,150,50,150,0,0,0,0,19,2,0,0,1200,1,,800,1000,300,0,1000,100,1000,2,600,0,0,,0,,,,,8,0,800,800,测试,0,,,,,,,,,,,,,
5697,2,揍我,60,同志们，冲啊！,2043,4900,1,0,50,150,50,150,50,150,0,0,0,0,19,2,0,0,1200,1,,800,1000,3600,0,1000,100,1000,2,600,0,0,,0,,,,,8,0,800,800,测试,0,,,,,,,,,,,,,
6000,0,多角虫,60,同志们，冲啊！,2021,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6001,0,僵尸,30,同志们，冲啊！,2014,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6002,0,火焰奥玛,39,同志们，冲啊！,2003,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,Special,16,1000,3600,0,262,100,1000,3,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6003,0,钳虫,60,同志们，冲啊！,2027,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6004,0,祖玛士兵,60,同志们，冲啊！,2034,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6005,0,黑野猪,60,同志们，冲啊！,2001,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6006,0,红野猪,60,同志们，冲啊！,2000,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6007,0,牛头祭祀,60,同志们，冲啊！,2043,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6008,0,邪恶祭祀,60,同志们，冲啊！,2044,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6009,0,狐狸精,60,同志们，冲啊！,2080,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,1200,1,,16,1000,3600,0,262,100,1000,2,600,0,0,,0,,,,,8,0,800,800,活动,0,,,,,,,,,,,,,
6010,0,邪恶蛇蝎,60,测试,2041,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,5000,1,,16,1000,0,0,262,100,12,2,2500,0,0,,0,,,,0,4,0,0,0,活动,0,,,0,,,,,,,,,,
6011,0,祖玛雕像,60,测试,2032,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,5000,1,,16,1000,0,0,262,100,12,2,2500,0,0,,0,,,,0,4,0,0,0,活动,0,,,0,,,,,,,,,,
6012,0,祖玛大锤,60,测试,2034,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,5000,1,,16,1000,0,0,262,100,12,2,2500,0,0,,0,,,,0,4,0,0,0,活动,0,,,0,,,,,,,,,,
6013,0,祖玛黑蛆,60,测试,2024,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,5000,1,,16,1000,0,0,262,100,12,2,2500,0,0,,0,,,,0,4,0,0,0,活动,0,,,0,,,,,,,80,,,
6014,0,祖玛弓箭手,60,测试,2033,4900,1,0,100,300,100,300,100,300,0,0,0,0,19,2,0,0,5000,1,Special,16,1000,3600,0,262,100,1000,3,2500,0,0,,0,,,,0,4,0,0,0,活动,0,,,0,,,,,,,,,,
